CEST;NCM/SH;Segmento CEST;Item;Descrição CEST;Anexo XXVII
28.036.00;3926.20.00;28. Venda de mercadorias pelo sistema porta a porta;36.0;Vestuário e seus acessórios, de plásticos, inclusive luvas;
28.037.00;3926.40.00;28. Venda de mercadorias pelo sistema porta a porta;37.0;Estatuetas e outros objetos de ornamentação, de plásticos;
28.038.00;3926.90.90;28. Venda de mercadorias pelo sistema porta a porta;38.0;Outras obras de plásticos;
28.039.00;4202.22.10;28. Venda de mercadorias pelo sistema porta a porta;39.0;Bolsas de folhas de plástico;
28.040.00;4202.22.20;28. Venda de mercadorias pelo sistema porta a porta;40.0;Bolsas de matérias têxteis;
28.041.00;4202.29.00;28. Venda de mercadorias pelo sistema porta a porta;41.0;Bolsas de outras matérias;
28.042.00;4202.39.00;28. Venda de mercadorias pelo sistema porta a porta;42.0;Artigos de bolsos/bolsas, de outras matérias;
28.043.00;4202.92.00;28. Venda de mercadorias pelo sistema porta a porta;43.0;Outros artefatos, de folhas de plásticos ou matérias têxteis;
28.044.00;4202.99.00;28. Venda de mercadorias pelo sistema porta a porta;44.0;Outros artefatos, de outras matérias;
28.045.00;4819.20.00;28. Venda de mercadorias pelo sistema porta a porta;45.0;Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados;
28.046.00;4819.40.00;28. Venda de mercadorias pelo sistema porta a porta;46.0;Outros sacos, bolsas e cartuchos, de papel ou cartão;
28.047.00;4821.10.00;28. Venda de mercadorias pelo sistema porta a porta;47.0;Etiquetas de papel ou cartão, impressas;
28.048.00;4911.10.90;28. Venda de mercadorias pelo sistema porta a porta;48.0;Outros impressos publicitários, catálogos comerciais e semelhantes;
28.049.00;6115.99.00;28. Venda de mercadorias pelo sistema porta a porta;49.0;Outras meias de malha de outras matérias têxteis;
28.050.00;6217.10.00;28. Venda de mercadorias pelo sistema porta a porta;50.0;Outros acessórios confeccionados, de vestuário;
28.051.00;6302.60.00;28. Venda de mercadorias pelo sistema porta a porta;51.0;Roupas de toucador/cozinha, de tecidos atoalhados de algodão;
28.052.00;6307.90.90;28. Venda de mercadorias pelo sistema porta a porta;52.0;Outros artefatos têxteis confeccionados;
28.053.00;6506.99.00;28. Venda de mercadorias pelo sistema porta a porta;53.0;Chapéus e outros artefatos de outras matérias, exceto de malha;
28.054.00;9505.90.00;28. Venda de mercadorias pelo sistema porta a porta;54.0;Artigos para outras festas, carnaval ou outros divertimentos;
28.055.00;33;28. Venda de mercadorias pelo sistema porta a porta;55.0;Produtos destinados à higiene bucal;
28.056.00;33;28. Venda de mercadorias pelo sistema porta a porta;56.0;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo;
28.056.00;34;28. Venda de mercadorias pelo sistema porta a porta;56.0;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo;
28.057.00;14;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;39;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;40;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;44;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;48;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;63;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;64;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;65;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;67;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;70;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;82;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;90;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.057.00;96;28. Venda de mercadorias pelo sistema porta a porta;57.0;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;
28.058.00;39;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;42;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;48;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;52;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;61;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;71;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;83;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;90;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.058.00;91;28. Venda de mercadorias pelo sistema porta a porta;58.0;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);
28.059.00;61;28. Venda de mercadorias pelo sistema porta a porta;59.0;"Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes";
28.059.00;62;28. Venda de mercadorias pelo sistema porta a porta;59.0;"Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes";
28.059.00;64;28. Venda de mercadorias pelo sistema porta a porta;59.0;"Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes";
28.060.00;42;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.060.00;52;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.060.00;55;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.060.00;58;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.060.00;63;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.060.00;65;28. Venda de mercadorias pelo sistema porta a porta;60.0;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;
28.061.00;39;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;40;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;52;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;56;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;62;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;63;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;66;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;69;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;70;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;93;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;76;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;82;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;83;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;84;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;91;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;94;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.061.00;96;28. Venda de mercadorias pelo sistema porta a porta;61.0;Artigos de casa;
28.062.00;13;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;15;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;16;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;17;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;18;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;19;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;20;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;21;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;22;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.062.00;23;28. Venda de mercadorias pelo sistema porta a porta;62.0;Produtos das indústrias alimentares e bebidas;
28.063.00;22;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;27;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;28;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;29;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;33;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;34;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;35;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;38;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;39;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;63;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;68;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;73;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;84;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;85;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.063.00;96;28. Venda de mercadorias pelo sistema porta a porta;63.0;Produtos de limpeza e conservação doméstica;
28.064.00;39;28. Venda de mercadorias pelo sistema porta a porta;64.0;Artigos infantis;
28.064.00;49;28. Venda de mercadorias pelo sistema porta a porta;64.0;Artigos infantis;
28.064.00;95;28. Venda de mercadorias pelo sistema porta a porta;64.0;Artigos infantis;
28.064.00;96;28. Venda de mercadorias pelo sistema porta a porta;64.0;Artigos infantis;
28.999.00;;28. Venda de mercadorias pelo sistema porta a porta;999.0;Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo;
